,63,511,65,494,493,507,18,518,373,535,435,295,19,510,81,455,457,103,260,374,486,519,339,82,102,540,380,436,56,21,111,505,263,220,308,521,197,8,26,97,529,12,520,128,228,355,504,456,447,531,392,28,453,536,274,460,451,541,42,20,259,530,40,454,208,356,370,348,411,77,92,16,480,229,506,375,91,533,440,1,123,470,343,227,36,526,501,508,408,527,154,367,539,29,240,266,11,30,218,225
63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
511,0,0,0,0,0,0,0,16,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,4,0,23,0,0,0,0,0,0,7,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
494,0,0,1,0,0,1,0,0,0,13,0,0,0,0,0,0,1,0,0,0,0,17,0,0,0,21,0,0,0,0,0,20,0,0,0,1,0,1,0,0,4,0,5,0,0,0,15,0,0,3,0,0,0,0,0,0,0,15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
493,0,0,0,0,0,26,0,20,0,11,0,0,0,15,0,0,0,0,0,0,0,4,0,0,0,24,0,0,0,0,0,25,0,0,0,0,0,0,0,0,1,0,3,0,0,0,16,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,1,0,0,0,0,1,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0
507,0,0,0,1,26,0,0,193,0,1,0,0,0,0,1,1,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
518,0,16,0,0,20,193,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,0,0,0,0
373,0,0,0,0,0,0,0,0,0,10,1,0,0,10,0,25,25,0,0,7,27,1,0,0,0,3,0,12,0,0,0,14,0,0,0,4,0,0,0,0,10,0,1,0,0,0,2,3,2,12,2,0,1,3,0,2,3,1,0,0,0,0,1,5,0,0,0,0,0,0,0,0,2,0,11,4,0,0,0,0,0,6,0,0,0,0,10,4,0,0,0,0,0,0,0,0,0,0,0,0
